respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DE LA INSTITUCIÓN EDUCATIVA,¿Con qué género te identificas?,"Cuéntanos una historia que te haya pasado en la educación virtual que para ti haya sido importante, puede ser algo agradable o desagradable, que te sucedió a ti o a otro compañero, puede ser alguna situación con un docente, o con tu familia, la conectividad o lo que piensas de esta nueva realidad, comparte tu historia aquí.",La historia que contaste te genera,La experiencia que compartiste es,¿Cuándo pasó la historia que nos contaste?,¿Con qué frecuencia pasa la situación que nos contaste?,¿Quién debe saber esta historia?,¿A quiénes involucra la historia que nos contaste?,Otro Involucrado,¿Qué enseñanza para la vida te dejó la historia que nos contaste?,Otra Enseñanza,La historia que nos contaste tiene impacto en:,Los espacios de aprendizaje virtual que estás teniendo:,Las actividades Extra-curriculares de manera virtual que te ofrece la institución son:,"¿En tu institución utilizan el arte, la cultura, la ciencia y la tecnología, como un camino para la celebración y el respeto por la diversidad?",¿Sientes que tus intereses y preguntas son tenidos en cuenta en tu institución a la hora de crear los contenidos y temas que veras en clase?,¿Sobre cuáles de los siguientes temas te gustaría aprender más en tu institución?,Otro (especifique),¿Cuál de estas características crees que es la que más resalta en los docentes de tu institución?,Disfrutas y aprendes mejor cuando:,Si fueras un profesor de tu institución ¿Qué agregarías a las clases (virtuales y presenciales)?, 
12845288472,404495119,2021-07-26 10:35:27,2021-07-26 10:47:10,191.156.44.37,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,una ves yo estada en mi clase virtual yo estaba es cuchando y a mi meto caba decir una cosa entonces yo prendi mi microchono y paso una vanda cantando y me interonpio y yo paso esa caso y prendi el microchono y paso el de los avuacates la 2 istoria yo voy a prender la camara y mi hermanita me interunpio la cosa que iba a desir y ya,Impotencia,Experiencia personal,Hace un año,Casi siempre,Nadie,Profesores,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu familia,Hacen que desees volver al salón de clase.,Son buenas,Poco,Más o menos,Educación y aprendizaje,,Buena comunicación.,10,Más lecturas.,
12845255629,404495119,2021-07-26 10:25:34,2021-07-26 10:35:13,191.156.44.232,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,un dia yo fui donde mi tia y abia un pero y yo sali corriendo y memon te en un palo y el pero sigio ladrando y yo desia mami y mi mamá me fue abuscar y mis ermanos se mexaro a burlar y yo me pusosieron ayora y mimamá me sepreto el selula y yo mepuse felis y mi ermanos me desia yorona y mi erma me desia midosa y yo ya no es parababolus.,Motivación,Experiencia personal,Hace un año,Casi nunca,Nadie,Familia,,"Aprendí un nuevo manejo del tiempo en casa, lo divido de manera correcta entre la escuela, el ocio, la familia y el descanso.",,Tu familia,Son divertidos y los disfrutas.,Me encantan,Más o menos,Más o menos,Educación y aprendizaje,,Buena comunicación.,50,Más juegos,
12845229753,404495119,2021-07-26 10:19:20,2021-07-26 10:25:17,191.156.44.37,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,un día yo estaba en una clase virtual y cuando escucho pum se pusieron a pelear y llamaron a la policia pero la policia no llego y uno de los muchachos le pego al otro y el otro lo apuñalo y la mama y el otro amigo de ellos los estabas separando y no creian capas pero al rato se gritavan palabras y luego al que apuñalaron se fue y se acabo la pelea. fin,Motivación,Experiencia personal,Hace algunos días o semanas,Siempre,Nadie,Familia,,Aprendí a valorar a mis profesores como personas que se interesan por mi mas allá de lo académico,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Relación con los profesores,,Innovación y creatividad.,70,Más juegos,
12845210992,404495119,2021-07-26 10:11:30,2021-07-26 10:18:23,191.156.37.123,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,A un amigo le paso que el papá abusaba de el y la mamá no le paraba volas y le pegaba y veía que abusaba de otras niñas y no le decia nada al papá del niño y lo metieron a la carcel y cegia abusando de las personas y lo hecharon del pais se fue unos años y volvio a entregarce a la policia. ,Tristeza,Una historia que escuchaste por ahí,Hace un año,Casi siempre,Nadie,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,La forma en que te relacionas con los demás,Hacen que no quieras entrar a ellos.,Son buenas,Mucho,Mucho,Relación con los profesores,,Innovación y creatividad.,50,Más lecturas.,
12843921293,404495119,2021-07-25 19:41:42,2021-07-25 19:47:55,200.116.184.98,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Estaba en reunión y se me fue la luz ,Miedo/angustia,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Otro (especifique),Practicamente ninguna por que si se me va la luz que puedo hacer nada esperar a que llegue ,Tu relación con el colegio y la educación.,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Más o menos,Educación y aprendizaje,,Trabajo colaborativo.,0,Más proyectos artísticos,
12843888795,404495119,2021-07-25 19:14:22,2021-07-25 19:20:59,190.240.111.22,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Una vez en clase virtual hicimos una clase lúdica con juegos donde todos participamos fue increíble esa clase ,Alegría,Experiencia personal,Hace un año,Casi nunca,Los profesores y las directivas,Amigos,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tus emociones o sentimientos,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Mucho,Más o menos,Relación con la familia,,Trabajo colaborativo.,12,Más conversación.,
12840901028,404495119,2021-07-23 14:53:44,2021-07-23 14:58:43,179.12.176.158,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Fue muy agradable todo los encuentros,Motivación,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Más o menos,Innovación y creatividad,,Buena comunicación.,16,Más juegos,
12840607128,404495119,2021-07-23 12:29:17,2021-07-23 12:42:56,181.140.52.158,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,"Lo que pienso de esta nueva realidad sería algo así como : dificil, ya que venimos acostumbrados a algo que nunca pensamos que sucedería y que posiblemente a una cierta mayoría les haya afectado de manera drástica, puede que a muchos le agradece esto y otros no desde mi punto de vista ni me gustó antes creo que me arruino, pero ya poco a poco estamos tomando y retomando clases virtuales ",Tristeza,Una opinión,Hace un año,Frecuentemente,Todo el mundo,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Educación sexual,,Pensamiento critico.,55,Más conversación.,
12839131917,404495119,2021-07-22 23:26:58,2021-07-22 23:40:50,181.140.53.2,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Que mientras estaba viendo un video de risa apareció una parte donde un alumno se le olvidó apagar el micrófono y empezó a insultar a la profesora por que estaba explicando algo muy complicado, asique se le salió una palabra y la profesora lo castigo por lo que dijo y le puso nota baja",Miedo/angustia,Una historia que escuchaste por ahí,Hace un año,Frecuentemente,Padres/familia,Otro (especifique),A otra persona que no conozco pero la situación que pasa sucede mucho en las casas virtuales ,Otro (especifique),Aprendí que tenemos que respetar a los profesores aún así no te guste lo que ellos nos están enseñando,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Innovación y creatividad.,50,Más conversación.,
12839102299,404495119,2021-07-22 23:07:53,2021-07-22 23:12:37,191.88.53.177,,,,,No,ANTIOQUIA,IE. El Limonar,Hombre,Que se me olvidó a entrar a la clase y me me pusieron nota baja??,Motivación,Experiencia personal,Hace seis meses,Casi nunca,Nadie,A mi,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Más o menos,Riegos cibernéticos,,Trabajo colaborativo.,53,Más actividades fuera del aula.,
12838866336,404495119,2021-07-22 19:57:02,2021-07-22 20:06:19,179.12.179.40,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,No me gusto mucho porq el aprendizaje es a medias y es poco lo q se aprende,Tristeza,Una opinión,Hace un año,Casi siempre,Los profesores y las directivas,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu relación con el colegio y la educación.,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Más o menos,Innovación y creatividad,,Buena comunicación.,68,Más trabajos en grupo,
12838523443,404495119,2021-07-22 17:03:28,2021-07-22 17:17:29,191.95.152.221,,,,,No,ANTIOQUIA,IE. El Limonar,Hombre,Mí historia es de un un compañero  que estábamos en una clase virtual y mí compañero era muy inteligente y el que quería participar pero el docente no lo dejaba hablar  debido a  su color de piel ya que mí compañero era negro y el docente lo empezó a insultar diciéndole que el no debía estar allí que no era igual a los que estábamos presentes y mí compañero triste y con lágrimas en los ojos se salio de la clase y no volvió asistir a ninguna clase,Tristeza,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que desees volver al salón de clase.,Son buenas,Poco,Mucho,Innovación y creatividad,,Pensamiento critico.,100,Más casos y ejemplos de la vida real.,
12838374346,404495119,2021-07-22 15:58:40,2021-07-22 16:07:05,181.134.221.34,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Una vez no me di de cuenta que el microfono estaba prendido ttodos me escucharon pelear con mi hermana,Impotencia,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,A mi,,Aprendí la importancia de la familia.,,La forma en que te relacionas con los demás,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Educación sexual,,Buena comunicación.,10,Más conversación.,
12838307894,404495119,2021-07-22 15:23:17,2021-07-22 15:36:19,177.254.4.104,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"Hace un año, mi hermana y yo estuvimos participando en un curso de teatro, y por temas de pandemia, el curso fue virtual, en ese curso creamos una obra, en la cual participo toda mi familia",Orgullo/Satisfacción,Experiencia personal,Hace un año,Siempre,Los compañeros,Familia,,Aprendí la importancia de la familia.,,Tu futuro,Hacen que desees volver al salón de clase.,Son buenas,Más o menos,Poco,Innovación y creatividad,,Trabajo colaborativo.,50,Más conversación.,
12838262249,404495119,2021-07-22 15:10:14,2021-07-22 15:16:44,181.140.53.28,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Nada,Tranquilidad,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Otro (especifique),Nadie,Otro (especifique),Nada,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Nada,Otro (especifique),Ninguna,Innovación y creatividad.,48,Más investigación,
12838193505,404495119,2021-07-22 14:40:29,2021-07-22 14:46:18,181.58.39.220,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"no me paso nada raro,pero ya que estamos volviendo a la normalidad es mas divertido y aprendo mucho mejor que en las clases virtuales.me dan mas ganas de ir al colegio",Motivación,Una opinión,Hace algunos días o semanas,Frecuentemente,Nadie,A mi,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tu relación con el colegio y la educación.,Hacen que no quieras entrar a ellos.,Son buenas,Más o menos,Más o menos,Educación sexual,,Innovación y creatividad.,63,Más actividades fuera del aula.,
12837994625,404495119,2021-07-22 13:12:57,2021-07-22 13:19:20,177.254.11.171,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Me gustan mucho cuando compartimos diversion con los docentes,Alegría,Experiencia personal,Hace un año,Frecuentemente,Los compañeros,Profesores,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Tus emociones o sentimientos,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,47,Más proyectos artísticos,
12837926204,404495119,2021-07-22 12:42:34,2021-07-22 12:51:33,179.13.44.33,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,En mi caso yo en la virtualidad casi nunca entiendo las clases por más atenta que esté,Miedo/angustia,Experiencia personal,Hace algunos días o semanas,Frecuentemente,Los profesores y las directivas,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu futuro,Hacen que desees volver al salón de clase.,No me ofrecen/ No sé,Mucho,Más o menos,Educación sexual,,Pensamiento critico.,48,Más trabajos en grupo,
12837919455,404495119,2021-07-22 12:40:00,2021-07-22 12:50:06,181.140.35.84,,,,,Sí,ANTIOQUIA,IE. El Limonar,No binario,Pues no me paso nada interesante ,Alegría,Una opinión,Hace algunos días o semanas,Casi nunca,Nadie,A mi,,Aprendí lo importante de compartir con mis amigos y compañeros.,,Ninguna de las anteriores,Hacen que desees volver al salón de clase.,Son buenas,Mucho,Más o menos,Relación con los compañeros,,Buena comunicación.,49,Más trabajos en grupo,
12837908600,404495119,2021-07-22 12:28:50,2021-07-22 12:44:12,181.137.194.138,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Mi historia fue:una vez me estaba doliendo un diente y mordi una carde dura y se me callo el diente y yo me puse a  llorar por que to creia que me lo habia tragado y  estaba en el plato del seco y le conte a mi mama y nos pusimos a reir  ,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Padres/familia,Familia,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Lo que pasa a tu alrededor,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Valores,,Trabajo colaborativo.,,Más proyectos artísticos,
12837906529,404495119,2021-07-22 12:33:37,2021-07-22 12:43:15,181.134.205.227,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Mi historia es...... ,Tranquilidad,Una historia que escuchaste por ahí,Hace un año,Casi nunca,Nadie,Otro (especifique),A nadie,Otro (especifique),Muchas cosas personales,Ninguna de las anteriores,Son aburridos y no te gustan.,No me ofrecen/ No sé,Nada,Nada,Otro (especifique),Algo que me divierta mucho como juegos E. C. T. A. ,Buena comunicación.,8,Más juegos,
12837871338,404495119,2021-07-22 12:18:26,2021-07-22 12:27:18,191.88.66.181,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Me a parecido muy bien me he sentido muy contento en la institución ,Alegría,Experiencia personal,Hace algunos días o semanas,Casi siempre,Padres/familia,A mi,,Aprendí a valorar como era la vida antes de la pandemia.,,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,98,Más proyectos artísticos,
12837862902,404495119,2021-07-22 12:18:24,2021-07-22 12:23:26,191.95.155.21,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,Había Una Vez Una Niña Que Le Paso Que Mando LA Tarea Y  No Se La Resibieron ,Tristeza,Una historia que escuchaste por ahí,Hace seis meses,Casi nunca,Padres/familia,Amigos,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Son aburridos y no te gustan.,Son buenas,Mucho,Mucho,Relación con la familia,,Trabajo colaborativo.,100,Más trabajos en grupo,
12837788416,404495119,2021-07-22 11:36:21,2021-07-22 11:50:35,201.233.219.128,,,,,Sí,ANTIOQUIA,IE. El Limonar,Mujer,"mi historia es que un dia en una clase virtual un compañero le hizo un comentario un poco irrespetuoso a un profesor, entonces cada vez que yo le preguntaba algo al profesor respondía todo paila y de mal genio ",Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Los compañeros,A mi,,Otro (especifique),en primer lugar aprendí que no hay que ser tan confiansudos con los profesores y también aprendí que algunos profes son todos tocados y no saben dar el ejemplo a sus estudiantes,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Mucho,Más o menos,Justicia,,Trabajo colaborativo.,100,Más debate.,
12837756298,404495119,2021-07-22 11:30:32,2021-07-22 11:36:16,177.254.3.99,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Un año Estuve tan bien y me maneje tan bien que para mis padres les dieron un boletín de una invitación para que asistieran a la tarde de los mejores estudiantes ,Alegría,Experiencia personal,Hace un año,Casi nunca,Todo el mundo,A mi,,Aprendí nuevas habilidades y conocimientos.,,Tu familia,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Buena comunicación.,100,Más trabajos en grupo,
12837716014,404495119,2021-07-22 10:41:18,2021-07-22 11:19:05,181.133.0.108,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Bueno por el momento en la modalidad virtual no me ha pasado a mi nada interesante,Tranquilidad,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Otro (especifique),Nada porque no tengo nada interesante que contar,Ninguna de las anteriores,Hacen que quieras entrar a ellos.,Me encantan,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,29,Más trabajos en grupo,
12837691798,404495119,2021-07-22 11:02:59,2021-07-22 11:09:05,181.133.5.129,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,A mí me sucedió que pelié con mi familia ,Tristeza,Experiencia personal,Hace algunos días o semanas,Casi siempre,Nadie,Familia,,Aprendí la importancia de la familia.,,Tu familia,Hacen que te intereses por nuevas maneras de aprender.,Son buenas,Más o menos,Más o menos,Relación con la familia,,Trabajo colaborativo.,16,Más actividades fuera del aula.,
12837678375,404495119,2021-07-22 10:56:35,2021-07-22 11:03:39,179.14.65.44,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,Mi historia es ... Que un día tenia tanta gripa que mi familia pensaba  que yo tenia covid  pero después de unos días  encerrado en un cuarto  me hice la prueba  y me salio negativo  entonces me dio mucha risa por que todos pensaban que tenia corona  virus ,Alegría,Experiencia personal,Hace algunos días o semanas,Casi nunca,Nadie,Familia,,Aprendí a valorar como era la vida antes de la pandemia.,,Ninguna de las anteriores,Son divertidos y los disfrutas.,Son buenas,Mucho,Mucho,Salud,,Trabajo colaborativo.,100,Más juegos,
12837643510,404495119,2021-07-22 10:45:03,2021-07-22 10:50:03,181.58.39.96,,,,,Sí,ANTIOQUIA,IE. El Limonar,Hombre,nada,Motivación,Experiencia personal,Hace un año,Casi nunca,Nadie,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu futuro,Hacen que quieras entrar a ellos.,Son buenas,Mucho,Mucho,Educación y aprendizaje,,Trabajo colaborativo.,100,Más lecturas.,
12755379702,404495119,2021-06-18 15:17:47,2021-06-18 15:25:30,181.133.37.114,,,,,Sí,ANTIOQUIA,IE. San Antonio de Prado,Mujer,Pues hemos tenido inconvenientes con las clases virtuales ya que a veces no hay conexión y uno no alcanza escuchar la explicación y después,Tristeza,Experiencia personal,Hace seis meses,Frecuentemente,Padres/familia,A mi,,Aprendí que soy una persona fuerte y capaz de enfrentar nuevas situaciones,,Tu familia,Son aburridos y no te gustan.,No me ofrecen/ No sé,Más o menos,Más o menos,Valores,,Pensamiento critico.,2,Más actividades fuera del aula.,
