respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Las decisiones fueron influenciadas por…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12571435588,402496032,2021-04-13 09:37:59,2021-04-13 09:49:58,190.250.148.144,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Fue que el profe me preguntó sobre la tarea y me dijo que estaba mala, el la hizo y también estaba mala ,así que un amigo salio a realizar el trabajo y lo hizo bien, entonces hay aprendí cosas nuevas.",#de los errores se aprende,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,70,15,50,100,Felicidad,Con frecuencia,El trabajo en equipo,9,14 a 16 años,Técnico,Mujer
12571432363,402496032,2021-04-13 09:27:02,2021-04-13 09:48:10,191.95.147.24,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,El año pasado todo fue virtual pero el año anterior lo mejor fueron las exposiciones ,#hashtag quiero volver a clase presencial ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,53,52,52,Esperanza,Con frecuencia,El trabajo en equipo,5,8 a 10 años,Bachiller,Hombre
12571430678,402496032,2021-04-13 09:36:12,2021-04-13 09:47:09,181.132.252.116,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,aprendí diversos temas que ni siquiera sabia de su existencia ,#mefaltaculturageneral,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,3,14,89,88,no está seguro,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,9,14 a 16 años,Universitario,Mujer
12571427488,402496032,2021-04-13 09:37:19,2021-04-13 09:46:18,181.132.208.51,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,simplemente empece a sentir mas amor y curiosidad por la biologia,#amorporlabiologia,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,0,0,99,98,Felicidad,Una vez,La forma cómo los profesores enseñan,9,14 a 16 años,Bachiller,Mujer
12571427236,402496032,2021-04-13 09:37:40,2021-04-13 09:47:05,201.184.161.236,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,La enseñanza q me dejó fue que ay q saber usar nuestro tiempo y no dejar todo para lo último,# saber usar el tiempo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,50,100,50,Felicidad,Una vez,La forma como los profesores me evalúan,8,11 a 13 años,Bachiller,Mujer
12571423999,402496032,2021-04-13 09:38:56,2021-04-13 09:45:08,179.12.112.124,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,A ser más unida con mis compañeros a apoyarnos entre nosotros mismos,#apoyandonos,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,88,74,87,0,Felicidad,Con frecuencia,El trabajo en equipo,11,17 a 19 años,Bachiller,Mujer
12571423701,402496032,2021-04-13 09:37:03,2021-04-13 09:45:14,179.12.107.231,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me enseño a ser mas sociable y a interesarme mas por la escuela,#Laescuelaesimportanteparalaformacion ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,65,50,55,100,Felicidad,Con frecuencia,El trabajo en equipo,9,14 a 16 años,No se,Hombre
12571421767,402496032,2021-04-13 09:37:18,2021-04-13 09:46:28,190.240.145.79,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,En la clase de artística un día trabajamos hacer sombras a los dibujos y me pareció muy interesante ,Artística ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,28,50,50,100,Tristeza,Rara vez,Innovación / creatividad,9,14 a 16 años,No se,Mujer
12571421239,402496032,2021-04-13 09:34:09,2021-04-13 09:44:23,181.206.75.207,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Pude adquirir nuevos conocimientos en diversas materias,#nuevoaprendizaje,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,70,55,50,Satisfacción/orgullo,Con frecuencia,Innovación / creatividad,11,14 a 16 años,Técnico,Mujer
12571420892,402496032,2021-04-13 09:36:58,2021-04-13 09:44:23,181.134.231.164,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprender nuevas cosas  y metodologías interesantes,#el mejor aprendizaje,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,50,35,50,100,no está seguro,Rara vez,Ninguna de las anteriores,11,17 a 19 años,Bachiller,Mujer
12571420759,402496032,2021-04-13 09:38:54,2021-04-13 09:44:26,181.140.140.0,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendí temas artisticos,#losartistasepuedencrear,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que pasaba antes,Entendernos y darnos soporte emocional,12,21,17,75,Felicidad,Con frecuencia,La forma cómo los profesores enseñan,11,14 a 16 años,No se,Mujer
12571420019,402496032,2021-04-13 09:36:51,2021-04-13 09:44:38,181.134.227.159,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,aprendí en los diferentes temas que se trabajaron a lo largo cuando las clases eran presenciales ,ninguno ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,0,15,100,18,no está seguro,Con frecuencia,La forma cómo los profesores enseñan,9,14 a 16 años,No se,Hombre
12571419098,402496032,2021-04-13 09:39:08,2021-04-13 09:43:35,181.132.230.198,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Aprendi que es el trabajo en equipo,#cuarentena,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,0,0,100,no está seguro,No se,Ninguna de las anteriores,9,14 a 16 años,Bachiller,Hombre
12571417892,402496032,2021-04-13 09:34:10,2021-04-13 09:45:29,181.138.14.68,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,aprendí hacer más consiente a la hora de tomar decisiones y reflexionar sobre mis errores    ,#aprendiendodelavida,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,70,100,60,no está seguro,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,11,17 a 19 años,Técnico,Hombre
12571417546,402496032,2021-04-13 09:36:11,2021-04-13 09:43:35,190.240.150.52,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Las clases dinámicas de algunos profesores,#ClasesDivertidas,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,90,50,60,100,Felicidad,No se,La forma cómo los profesores enseñan,9,11 a 13 años,No se,Hombre
12571416421,402496032,2021-04-13 09:31:19,2021-04-13 09:43:01,45.175.20.108,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,Estudiando matemáticas y ciencias naturales surgió el querer aprender y crecer profesionalmente en el colegio,#quieroaprender,Me dio curiosidad por saber más,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,58,57,50,53,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,9,14 a 16 años,Bachiller,Hombre
12571416194,402496032,2021-04-13 09:36:30,2021-04-13 09:43:05,181.132.235.80,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,"La docente de sociales nos enseñó una página que funciona como google maps y te puede mostrar cualquier lugar del mundo, cosa que es muy interesante ",El mundo desde tu computador,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,48,30,50,80,Satisfacción/orgullo,,Tecnología y herramientas digitales,9,14 a 16 años,Postgrado,Mujer
12571414840,402496032,2021-04-13 09:38:33,2021-04-13 09:42:27,191.95.151.16,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Me enseñaron temas nuevos y quería aprender más de eso,#SerPiloPaga,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,49,34,24,100,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,11,14 a 16 años,Técnico,Hombre
12571413382,402496032,2021-04-13 09:37:06,2021-04-13 09:42:05,186.81.102.192,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,"Aprendí cosas nuevas, el solo hecho de compartir con mis docentes y compañeros es bueno ",No,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,60,40,100,100,Satisfacción/orgullo,No se,La forma cómo los profesores enseñan,11,17 a 19 años,Bachiller,Mujer
12571412808,402496032,2021-04-13 09:35:38,2021-04-13 09:42:32,190.248.160.170,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Conoci materias y personas nuevas,#disfruta,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,,1,1,1,Satisfacción/orgullo,Con frecuencia,Lo que hago en las horas de clase,11,17 a 19 años,Bachiller,Hombre
12571412698,402496032,2021-04-13 09:36:09,2021-04-13 09:42:00,181.58.38.186,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,"Por el modo en el que estamos viendo clases, solía confundirme bastante ya que es algo nuevo y no tenía experiencia, creando muchas desventajas en cuanto al aprendizaje. ",#MejoresEstrategiasParaAprender,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,51,100,50,0,Angustia/Miedo,Con frecuencia,La forma cómo los profesores enseñan,9,14 a 16 años,Universitario,Mujer
12571411820,402496032,2021-04-13 09:35:03,2021-04-13 09:41:41,181.136.168.218,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,la cuarentena me produjo una oportunidad para aprender un segundo idioma ,#Bilingue,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,52,Felicidad,Una vez,Lo que hago en mi tiempo libre,11,17 a 19 años,Bachiller,Hombre
12571411371,402496032,2021-04-13 09:37:14,2021-04-13 09:41:54,186.81.89.10,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Me dejo dudas e inquietudes ,No,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,50,40,15,83,Felicidad,Rara vez,La forma cómo los profesores enseñan,11,17 a 19 años,No se,Hombre
12571411126,402496032,2021-04-13 09:35:26,2021-04-13 09:41:13,201.221.176.61,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"La perdida del año 2019 y en 2020 me esforcé lo mas que pude para promoverme y lo logre, entonces aprendi a tener mas resposabilidad para notener otro incidente asi",#promovido,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,50,50,70,50,Satisfacción/orgullo,Una vez,Ninguna de las anteriores,11,14 a 16 años,Universitario,Hombre
12571411044,402496032,2021-04-13 09:35:20,2021-04-13 09:41:12,179.12.110.147,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,aprender a valorar mas el tiempo del colegio y el colegio ,valorar cada pequeño detalle de la vida ,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,50,50,34,Tristeza,Todo el tiempo,El trabajo en equipo,11,14 a 16 años,Bachiller,Mujer
12571410822,402496032,2021-04-13 09:35:08,2021-04-13 09:41:21,191.88.141.109,,,,,No,ANTIOQUIA,IE. Rafael Uribe Uribe,te confundió,muchas cosas cambiaron y unas fueron buenas pero otras malas,experiencia que tuve,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,50,0,50,no está seguro,No se,Cómo resolver conflictos,11,14 a 16 años,Técnico,Hombre
12571408674,402496032,2021-04-13 09:28:07,2021-04-13 09:40:54,45.175.20.34,,,,,No,BOGOTÁ,IE. La Avanzada,te confundió,Me confundió aveces yo no entiendo cosas y lo común de las personas es no levantar la mano por miedo ,#noalmiedo,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,48,40,50,45,no está seguro,Con frecuencia,La forma cómo los profesores enseñan,8,11 a 13 años,No se,Hombre
12571407997,402496032,2021-04-13 09:37:10,2021-04-13 09:40:20,179.12.119.80,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,No dejar nada a última hora,#nodejesnadaparadespues,Me sentí confundido/no entendí nada,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,17,50,50,no está seguro,Rara vez,Liderazgo,11,17 a 19 años,Técnico,Mujer
12571407669,402496032,2021-04-13 09:36:39,2021-04-13 09:40:14,191.95.148.161,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,De no correr por la cancha mientras juegas por que es peligroso,El día que me disloque el braso,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,53,100,100,Tristeza,Rara vez,Lo que hago en mi tiempo libre,8,11 a 13 años,No se,Hombre
12571407644,402496032,2021-04-13 09:34:54,2021-04-13 09:40:18,191.95.33.6,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Por el tema de la pandemia las clases son virtuales y casi no aprendi nada estando en la casa,#Clasespresenciales,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,69,4,26,11,no está seguro,Rara vez,Lo que hago en las horas de clase,11,14 a 16 años,Postgrado,Hombre
12571407403,402496032,2021-04-13 09:34:07,2021-04-13 09:40:24,181.132.237.26,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,,#aprender,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,90,80,96,82,Esperanza,Todo el tiempo,Innovación / creatividad,11,17 a 19 años,Bachiller,Mujer
12571407290,402496032,2021-04-13 09:34:08,2021-04-13 09:41:20,181.58.38.183,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Me enseño a estudiar desde la virtualidad y a comprender que no siempre las cosas terminan como esperamos,#añoinesperado,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,1,52,49,52,no está seguro,No se,Ninguna de las anteriores,11,14 a 16 años,Universitario,Mujer
12571407093,402496032,2021-04-13 09:36:03,2021-04-13 09:40:29,181.132.254.130,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te dio curiosidad por aprender más,Soy nueva en el colegio ,Fue buena elección ,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,80,73,23,83,Satisfacción/orgullo,Rara vez,La forma cómo los profesores enseñan,9,14 a 16 años,No se,Mujer
12571404776,402496032,2021-04-13 09:35:01,2021-04-13 09:39:23,181.132.227.12,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"Aprendí mucho de mis compañeros, conocí a mi ex, los profesores estuvieron motivados y nos enseñaron mucho",#volvamosaestudiar,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,89,50,86,50,Felicidad,Rara vez,Ninguna de las anteriores,11,17 a 19 años,Universitario,Hombre
12571404649,402496032,2021-04-13 09:34:04,2021-04-13 09:39:25,179.12.118.197,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,"conocí nuevas personas, y aprendi nuevos temas que no conocia",#nuevasexperoencias,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,55,50,50,42,Felicidad,Rara vez,El trabajo en equipo,11,17 a 19 años,Técnico,Mujer
12571403055,402496032,2021-04-13 09:34:10,2021-04-13 09:38:56,190.69.34.213,,,,,Sí,ANTIOQUIA,IE. Rafael Uribe Uribe,te enseñó algo nuevo,Logré comprender temas nuevos y saber como expresarlos y explicarlos,El aprendizaje en casa,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,53,64,37,65,Satisfacción/orgullo,Con frecuencia,Lo que hago en las horas de clase,11,17 a 19 años,No se,Mujer
12571399586,402496032,2021-04-13 09:29:30,2021-04-13 09:38:52,45.175.20.130,,,,,No,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,El año pasado llono entregaba los talleres a tiempo caci al final final del año pensé que iba a  perder el año y mi mamá estaba súper braba me puse Aser todas las recuperaciones y paces el  año mi mamá  me dice que lo único  bueno que queda en la vida es el estudio,#hashtag.todo es pocible,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,98,50,51,35,Angustia/Miedo,Una vez,Lo que hago en mi tiempo libre,8,11 a 13 años,No se,Mujer
12571398598,402496032,2021-04-13 09:30:25,2021-04-13 09:37:50,181.128.123.231,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te confundió,El covid 19,#quiero estar más protegida contra el covid 19,Me sentí confundido/no entendí nada,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Entendernos y darnos soporte emocional,100,62,100,57,Tristeza,No se,Tecnología y herramientas digitales,4,8 a 10 años,Técnico,Mujer
12571395102,402496032,2021-04-13 09:30:44,2021-04-13 09:36:39,191.95.144.83,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,Que la profesora explico un tema muy interesante y me dió muchas ganas de aprender mas,#aprendiendomas,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,70,94,100,100,Esperanza,Con frecuencia,Cómo resolver conflictos,9,14 a 16 años,No se,Hombre
12571393316,402496032,2021-04-13 09:30:20,2021-04-13 09:36:36,45.175.20.34,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te enseñó algo nuevo,La experiencia que tuve fue que compartí mucho mas con mis compañeros y profesores,#juntos como institución,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,100,100,Felicidad,Con frecuencia,El trabajo en equipo,9,17 a 19 años,Bachiller,Hombre
12571385141,402496032,2021-04-13 09:23:47,2021-04-13 09:33:44,190.71.18.123,,,,,Sí,ANTIOQUIA,IE. La Avanzada,te dio curiosidad por aprender más,Que aprendí algo que nunca avía visto,#quiero aprender mas,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,70,80,50,50,Felicidad,Rara vez,La forma como los profesores me evalúan,8,14 a 16 años,Bachiller,Mujer
